Champion,Ability Type,Ability Name,Description
Viktor,Q,Siphon Power,"Viktor blasts an enemy unit with magic damage, which grants him a shield and empowers his next basic attack.<br><br>Augment: Siphon Power's shield is increased by 60% and Viktor gains bonus move speed after casting the Ability.<br>"
Viktor,W,Gravity Field,Viktor conjures a heavy gravitational field that slows enemies caught within its radius. Enemies who stay in the field for too long become stunned.<br><br>Augment: Viktor's spells apply a slow to enemies.<br>
Viktor,E,Hextech Ray,"Viktor uses his biomechanical arm to fire a Hextech Ray that cuts across the field in a line, dealing damage to all enemies in its path.<br><br>Augment: An explosion follows in the Hextech Ray's wake, dealing magic damage.<br>"
Viktor,Ultimate,Arcane Storm,"Viktor conjures an Arcane Storm on the field, dealing magic damage and interrupting enemy channels. The storm periodically does magic damage to all nearby enemies and can be redirected by Viktor.<br><br>Augment: The Arcane Storm moves 25% faster, and whenever champions die after taking damage from it, the storm grows and increases in its duration.<br><br>"
Yunara,Passive,Vow of the First Lands,Yunara's Critical Strikes deal bonus magic damage.
Yunara,Q,Cultivation of Spirit,"Yunara gains Attack Speed, bonus damage On-Hit, and her Attacks spread to nearby enemies."
Yunara,W,Arc of Judgment | Arc of Ruin,Yunara fires a spinning prayer bead that deals damage and slows enemies. While in her Transcendent State she instead fires off a laser that deals damage and slows enemies.
Yunara,E,Kanmei's Steps | Untouchable Shadow,Yunara gains decaying Move Speed and becomes Ghosted. While in her Transcendent State she instead dashes in a direction.
Yunara,Ultimate,Transcend One's Self,Yunara enters a Transcendent State that upgrades her basic Abilities.
Fiora,Passive,Duelist's Dance,"Fiora has revealed a <keywordMajor>Vital</keywordMajor> on this Champion. If she hits the <keywordMajor>Vital</keywordMajor>, she <healing>restores Health</healing> and gains <speed>Move Speed</speed>."
Fiora,Q,Lunge,"Fiora lunges in a direction and stabs a nearby enemy, dealing physical damage and applying on-hit effects."
Fiora,W,Riposte,"Fiora parries all incoming damage and disables for a short time, then stabs in a direction. This stab slows the first enemy champion hit, or stuns them if Fiora blocked an immobilizing effect with this ability."
Fiora,E,Bladework,"Fiora has increased attack speed for the next two attacks. The first attack slows the target, and the second attack will critically strike."
Fiora,Ultimate,Grand Challenge,"Fiora reveals all four Vitals on an enemy champion and gains Move Speed while near them. If Fiora hits all four Vitals or if the target dies after she has hit at least one, Fiora and her allies in the area are healed over the next few seconds."
Azir,Passive,Shurima's Legacy,Azir can summon the Disc of the Sun from the ruins of allied or enemy turrets.
Azir,,Conquering Sands,Azir sends all Sand Soldiers towards a location. Sand Soldiers deal magic damage to enemies they pass through and apply a slow for 1 second.
Azir,W,Arise!,"Azir summons a Sand Soldier to attack nearby targets for him, replacing his basic attack against targets within the soldier's range. Their attacks deal magic damage to enemies in a line."
Azir,,Shifting Sands,"Azir shields himself briefly and dashes to one of his Sand Soldiers, damaging enemies. If he hits an enemy champion, he instantly readies a new Sand Soldier for deployment and halts his dash."
Azir,Ultimate,Emperor's Divide,"Azir summons a wall of soldiers which charge forward, knocking back and damaging enemies."
Zoe,Passive,More Sparkles!,Zoe's next basic attack after casting a spell deals bonus magic damage.
Zoe,Q,Paddle Star!,Zoe fires a missile that she can redirect in flight. Deals more damage the longer it flies in a straight line.
Zoe,W,Spell Thief,"Zoe can pick up the remnants of enemy summoner spell and active item casts and cast them once herself. Whenever she casts a summoner spell, she gains 3 missiles that fire at the nearest target."
Zoe,E,Sleepy Trouble Bubble,"Causes the target to become drowsy, then fall asleep. While asleep, the target's Magic Resist is reduced. The first source of damage that breaks the sleep is doubled, up to a cap."
Zoe,Ultimate,Portal Jump,Blink to a nearby position for 1 second. Then blink back.
Jax,Passive,Relentless Assault,Jax's consecutive basic attacks continuously increase his Attack Speed.
Jax,Q,Leap Strike,"Jax leaps toward a unit. If they are an enemy, he strikes them with his weapon."
Jax,W,Empower,"Jax charges his weapon with energy, causing his next attack to deal additional damage."
Jax,E,Counter Strike,"Jax's combat prowess allows him to dodge all incoming attacks for a short duration and then quickly counterattack, stunning all surrounding enemies."
Jax,Ultimate,Grandmaster-at-Arms,"Every third consecutive attack deals additional Magic Damage. Additionally, Jax can activate this ability to deal damage around himself and strengthen his resolve, increasing his Armor and Magic Resist for a short duration."
Rengar,Passive,Unseen Predator,"While in Brush, Rengar leaps at his target with his basic attack.<br><br>Rengar generates Ferocity whenever he casts an ability. At Max Ferocity, his next ability is empowered.<br><br>Killing enemy champions awards trophies on Rengar's <font color='#BBFFFF'>Bonetooth Necklace</font>, granting bonus attack damage."
Rengar,Q,Savagery,Rengar's next Attack brutally stabs his target for bonus damage.<br><br>Ferocity effect: deals increased damage and grants Attack Speed.
Rengar,W,Battle Roar,"Rengar lets out a battle roar, damaging enemies and healing for some of the recent damage he has taken.<br><br>Ferocity effect: additionally breaks crowd control effects."
Rengar,E,Bola Strike,"Rengar throws a bola, slowing the first target hit for a short duration.<br><br>Ferocity effect: roots the target."
Rengar,Ultimate,Thrill of the Hunt,"Rengar's predatory instincts take over, <font color='#cd90ee'>Camouflaging</font> him and revealing the nearest enemy champion in a large radius around him. During Thrill of the Hunt, Rengar gains Move Speed and he can leap to the tracked enemy without being in brush, reducing their armor."
Taliyah,Passive,Rock Surfing,Taliyah gains Move Speed near walls.
Taliyah,Q,Threaded Volley,"Taliyah throws a volley of rocks in a target direction, moving freely as she casts. This creates Worked Ground below her. If Taliyah casts Threaded Volley on Worked Ground, she consumes the ground to throw a stronger boulder that slows enemies."
Taliyah,,Seismic Shove,Taliyah causes an area of ground to erupt and throws enemies within it in a direction of her choosing.
Taliyah,E,Unraveled Earth,"Taliyah creates a slowing minefield. If enemies dash through it or are knocked through it, the mines explode and stun them."
Taliyah,Ultimate,Weaver's Wall,Taliyah creates a very long wall and then surfs it.
Vayne,Passive,Night Hunter,"Vayne ruthlessly hunts evil-doers, gaining Move Speed when moving toward nearby enemy champions."
Vayne,,Tumble,"Vayne tumbles, maneuvering to carefully place her next shot. Her next attack deals bonus damage."
Vayne,,Silver Bolts,"Vayne tips her bolts with a rare metal, toxic to evil things. The third consecutive attack or ability against the same target deals a percentage of the target's max health as bonus true damage."
Vayne,,Condemn,"Vayne draws a heavy crossbow from her back, and fires a huge bolt at her target, knocking them back and dealing damage. If they collide with terrain, they are impaled, dealing bonus damage and stunning them."
Vayne,,Final Hour,"Readying herself for an epic confrontation, Vayne gains increased Attack Damage, Invisibility during Tumble, reduced Tumble cooldown, and more bonus Move Speed from Night Hunter"
Yorick,Passive,Shepherd of Souls,<font color='#FF9900'>The Cursed Horde:</font> Yorick can summon Mist Walkers to swarm and attack nearby enemies.
Yorick,Q,Last Rites,"Yorick deals bonus damage on his next attack and heals himself. If the target is a champion or large monster or if the target dies, a grave will be dug."
Yorick,W,Dark Procession,Yorick summons a destructible wall at target location that will block enemy movement.
Yorick,E,Mourning Mist,"Yorick throws a globule of Black Mist that reduces armor, damages, slows and marks enemies. Summoned units gain move speed when moving towards marked targets. "
Yorick,Ultimate,Eulogy of the Isles,Yorick summons the Maiden of the Mist that causes Yorick's attacks against the Maiden's target to deal bonus damage. The Maiden will also automatically raise Walkers from dead enemies.
Bard,Passive,Traveler's Call,"<font color='#FF9900'>Meeps:</font> Bard attracts lesser spirits that assist with his basic attacks to deal extra magic damage. When Bard has collected enough  <font color='#cccc00'>Chimes</font>, his meeps will also deal damage in an area and slow enemies hit.<br><br><font color='#FF9900'>Chimes:</font> Ancient <font color='#cccc00'>chimes</font> randomly appear for Bard to collect. These grant experience, restore mana, and provide out of combat Move Speed."
Bard,Q,Cosmic Binding,"Bard fires a missile which will slow the first enemy struck, and continue onward. If it strikes a wall, it will stun the initial target; if it strikes another enemy, it will stun them both."
Bard,W,Caretaker's Shrine,"Reveals a Health shrine which powers up over a short time, disappearing after healing and speeding up the first ally that touches it."
Bard,E,Magical Journey,Bard opens a portal in nearby terrain. Allies and enemies alike can take a one-way trip through that terrain by moving into the portal.
Bard,Ultimate,Tempered Fate,"Bard sends spirit energy arcing to a location, putting all champions, minions, monsters, and turrets hit into stasis for a brief time."
Braum,Passive,Concussive Blows,"Braum's basic attacks apply Concussive Blows. Once the first stack is applied, <font color='#FFF673'>ally</font> basic attacks also stack Concussive Blows. <br><br>Upon reaching 4 stacks, the target is stunned and takes magic damage. For the next few seconds they cannot receive new stacks, but take bonus magic damage from Braum's attacks."
Braum,Q,Winter's Bite,"Braum propels freezing ice from his shield, slowing and dealing magic damage.<br><br>Applies a stack of <font color='#FFF673'>Concussive Blows</font>."
Braum,W,Stand Behind Me,"Braum leaps to a target allied champion or minion. On arrival, Braum and the ally gain Armor and Magic Resist for a few seconds."
Braum,E,Unbreakable,"Braum raises his shield in a direction for several seconds, intercepting all projectiles causing them to hit him and be destroyed. He negates the damage of the first attack completely and reduces the damage of all subsequent attacks from this direction."
Braum,,Glacial Fissure,"Braum slams the ground, knocking up enemies nearby and in a line in front of him. A fissure is left along the line that slows enemies."
Nunu,Passive,Call of the Freljord,"Nunu increases the attack speed and Move Speed of Willump and a nearby ally, and causes Willump's basic attacks to damage enemies around the target."
Nunu,Q,Consume,"Willump takes a bite out of a minion, monster, or enemy champion, dealing damage and healing himself."
Nunu,W,Biggest Snowball Ever!,Willump creates a snowball that grows in size and speed as he rolls it.  The snowball damages and knocks up enemies.
Nunu,E,Snowball Barrage,"Nunu throws multiple snowballs that damage enemies.  When he's finished, Willump roots any champions or large monsters that were hit by a snowball."
Nunu,Ultimate,Absolute Zero,Nunu & Willump create a powerful blizzard in an area that slows enemies and deals massive damage at the end.
Gangplank,Passive,Trial by Fire,"Every few seconds, Gangplank's melee strike will set his opponent on fire."
Gangplank,,Parrrley,"Shoots target, plundering Gold for each enemy unit killed."
Gangplank,W,Remove Scurvy,Eats citrus to cure crowd control effects and restore Health.
Gangplank,E,Powder Keg,"Gangplank uncovers a powder keg at target location. If he attacks it, it explodes, spreading the attack's damage to enemies in the area, slowing them."
Gangplank,Ultimate,Cannon Barrage,"Gangplank signals his ship to bombard an area, slowing and damaging enemies."
Tristana,Passive,Draw a Bead,Increases Tristana's Attack Range as she levels.
Tristana,Q,Rapid Fire,"Tristana fires her weapon rapidly, increasing her Attack Speed for a short time."
Tristana,W,Rocket Jump,"Tristana fires at the ground to propel her to a distant location, dealing damage and slowing surrounding units for a brief period where she lands."
Tristana,E,Explosive Charge,"When Tristana kills a unit, her cannonballs burst into shrapnel, dealing damage to surrounding enemies. Can be activated to place a bomb on a target enemy that explodes after a short duration dealing damage to surrounding units."
Tristana,Ultimate,Buster Shot,"Tristana loads a massive cannonball into her weapon and fires it at an enemy unit. This deals Magic Damage and knocks the target back. If the target is carrying the Explosive Charge bomb, the bomb detonation radius is doubled."
Corki,Passive,Hextech Munitions,A percentage of Corki's basic attack damage is dealt as bonus <trueDamage>true damage</trueDamage>.
Corki,,Phosphorus Bomb,"Corki fires a flash bomb at a target location, dealing magic damage to enemies in the area. This attack additionally reveals units in the area for a duration."
Corki,,Valkyrie,"Corki flies a short distance, dropping bombs that create a trail of fire that damages opponents who remain in it."
Corki,,Gatling Gun,"Corki's gatling gun rapidly fires in a cone in front of him, dealing damage and reducing enemy Armor and Magic Resist."
Corki,,Missile Barrage,"Corki fires a missile toward his target location that explodes on impact, dealing damage to enemies in an area. Corki stores missiles over time, up to a maximum. Every 3rd missile fired will be a Big One, dealing extra damage."
Malzahar,Passive,Void Shift,"When he hasn't recently taken damage or been crowd controlled, Malzahar gains massive damage reduction and crowd control immunity, lingering for a short period after taking damage."
Malzahar,Q,Call of the Void,"Malzahar opens up two portals to the Void. After a short delay, they fire projectiles that deal Magic Damage and silence enemy champions."
Malzahar,W,Void Swarm,Malzahar summons Voidlings to attack nearby enemies.
Malzahar,E,Malefic Visions,"Malzahar infects his target's mind with cruel visions of their demise, dealing damage over time. Using Malzahar's other spells on the target will refresh the visions.<br><br>If the target dies while afflicted by the visions, they pass on to a nearby enemy unit and Malzahar gains Mana. Malzahar's Voidlings are attracted to affected units."
Malzahar,Ultimate,Nether Grasp,Malzahar channels the essence of the Void to suppress an enemy champion over a zone of damaging negative energy.
Gragas,Passive,Happy Hour,Gragas periodically heals upon using a skill.
Gragas,Q,Barrel Roll,"Gragas rolls his cask to a location, which can be activated to explode or will explode on its own after 4 seconds. The potency of the explosion increases over time. Enemies struck by the blast have their Move Speed slowed."
Gragas,W,Drunken Rage,"Gragas samples his latest brew for 1 second. After finishing, he becomes boisterous and belligerent, dealing magic damage to all nearby enemies on his next basic attack and reducing damage received."
Gragas,E,Body Slam,"Gragas charges to a location and collides with the first enemy unit he comes across, dealing damage to all nearby enemy units and stunning them."
Gragas,Ultimate,Explosive Cask,"Gragas hurls his cask to a location, dealing damage and knocking back enemies caught in the blast radius."
Teemo,Passive,Guerrilla Warfare,"If Teemo stands still and takes no actions for a short duration, he becomes Invisible indefinitely. If he's in brush, Teemo can enter and maintain his Invisibility while moving. After leaving Invisibility, Teemo gains the Element of Surprise, increasing his Attack Speed for a few seconds."
Teemo,Q,Blinding Dart,"Obscures an enemy's vision with a powerful venom, dealing damage to the target unit and blinding it for the duration."
Teemo,W,Move Quick,"Teemo scampers around, passively increasing his Move Speed until he is struck by an enemy champion or turret. Teemo can sprint to gain bonus Move Speed that isn't stopped by being struck for a short time."
Teemo,E,Toxic Shot,"Each of Teemo's attacks will poison the target, dealing damage on impact and each second after for 4 seconds."
Teemo,Ultimate,Noxious Trap,"Teemo throws an explosive poisonous trap using one of the mushrooms stored in his pack. If an enemy steps on the trap, it will release a poisonous cloud, slowing enemies and damaging them over time. If Teemo throws a mushroom onto another mushroom it will bounce, gaining additional range."
Lissandra,Passive,Iceborn Subjugation,"When an enemy champion dies near Lissandra they become a Frozen Thrall. Frozen Thralls slow nearby enemies and then, after a delay, shatter from the intense cold, dealing magic damage to nearby targets."
Lissandra,Q,Ice Shard,"Throws a spear of ice that shatters when it hits an enemy, dealing magic damage and slowing Move Speed. Shards pass through the target, dealing the same damage to other enemies hit."
Lissandra,W,Ring of Frost,"Freezes nearby enemies in ice, dealing magic damage and rooting them."
Lissandra,E,Glacial Path,Lissandra creates an ice claw that deals magic damage. Reactivating this ability transports Lissandra to the claw's current location.
Lissandra,Ultimate,Frozen Tomb,"If cast on an enemy champion, the target is frozen solid, stunning it. If cast on Lissandra, she encases herself in dark ice, healing herself while becoming untargetable and invulnerable. Dark ice then emanates from the target dealing magic damage to enemies and slowing Move Speed."
Fizz,Passive,Nimble Fighter,Fizz can move through units and takes a flat amount of reduced damage from all sources
Fizz,Q,Urchin Strike,"Fizz dashes through his target, dealing magic damage and applying on hit effects."
Fizz,W,Seastone Trident,"Fizz's attacks bleed his enemies, dealing magic damage over several seconds. Fizz can empower his next attack to deal bonus damage and empower his further attacks for a short time."
Fizz,E,Playful / Trickster,"Fizz hops into the air, landing gracefully upon his spear and becoming untargetable. From this position, Fizz can either slam the ground or choose to jump again before smashing back down."
Fizz,Ultimate,Chum the Waters,"Fizz tosses a fish in a direction that attaches to any champion that touches it, slowing the target. After a short delay, a shark erupts from the ground, knocking up the target and knocking any nearby enemies aside. All enemies hit are dealt magic damage and slowed."
Morgana,Passive,Soul Siphon,"Morgana drains spirit from her enemies, healing as she deals damage to champions, large minions, and medium and larger jungler monsters."
Morgana,Q,Dark Binding,"Morgana binds an enemy in place with dark magic, forcing them to feel the pain they've caused and dealing magic damage. "
Morgana,W,Tormented Shadow,"Morgana casts a cursed shadow on an area, damaging enemies who dare stand in her dark circle. They receive magic damage over time, which increases the lower health they are."
Morgana,E,Black Shield,"Morgana anoints an ally with a protective barrier of starfire, which absorbs magical damage and disabling effects until it is broken."
Morgana,Ultimate,Soul Shackles,"Morgana unleashes the full force of her Celestial power as she unbinds her wings and hovers above the ground. She lashes chains of dark pain onto nearby enemy champions, gaining Move Speed. The chains slow and deal initial damage and, after a delay, stun those who are unable to break them."
Evelynn,Passive,Demon Shade,"When out of combat, Evelynn enters Demon Shade. Demon Shade heals Evelynn when she is low on health and grants Camouflage after level 6."
Evelynn,Q,Hate Spike,"Evelynn strikes out with her Lasher, dealing damage to the first unit hit. Then, Evelynn can shoot a line of spikes at nearby foes a few times."
Evelynn,W,Allure,"Evelynn curses her target, causing her next attack or spell after a delay to charm her target and reduce their magic resist."
Evelynn,E,Whiplash,"Evelynn whips her target with her Lasher, dealing damage. She then gains Move Speed for a short duration."
Evelynn,Ultimate,Last Caress,Evelynn briefly goes untargetable and decimates the area in front of her before warping backwards a long distance.
Aphelios,Passive,The Hitman and the Seer,"Aphelios wields 5 Lunari Weapons made by his sister Alune. He has access to two at a time: one main-hand and one off-hand. Each weapon has a unique Basic Attack and Ability. Attacks and abilities consume a weapon's ammo. When out of ammo, Aphelios discards the weapon and Alune summons the next of the 5. "
Aphelios,,Weapon Abilites,"Aphelios has 5 different activated abilities, based on his main-hand weapon:<br><br>Calibrum (Rifle): Long range shot that marks its target for a long-range follow-up attack.<br>Severum (Scythe Pistol): Run fast while attacking nearby enemies with both weapons.<br>Gravitum (Cannon): Root all enemies slowed by this weapon.<br>Infernum (Flamethrower): Blast enemies in a cone and attack them with your off-hand weapon.<br>Crescendum (Chakram): Deploy a sentry that shoots your off-hand weapon.<br>"
Aphelios,W,Phase,"Aphelios swaps his main-hand gun with his off-hand gun, replacing his basic attack and activated ability."
Aphelios,,Weapon Queue System,Aphelios has no third ability. This slot shows the next weapon Alune will give him. Weapon order begins fixed but may change over game time -- when a weapon is out of ammo it goes to the end of the order.
Aphelios,Ultimate,Moonlight Vigil,Fire a concentrated blast of moonlight that explodes on enemy champions. Applies the unique effect of Aphelios' main-hand gun.
Gnar,Passive,Rage Gene,"While in combat Gnar generates Rage. At maximum Rage his next ability will transform him into Mega Gnar, granting increased survivability and access to new spells."
Gnar,Q,Boomerang Throw / Boulder Toss,"Gnar throws a boomerang that damages and slows enemies it hits before returning to him. If he catches the boomerang its cooldown is reduced.<br><br>Mega Gnar instead throws a boulder that stops on the first unit hit, damaging and slowing everything nearby. It can then be picked up to reduce the cooldown."
Gnar,W,Hyper / Wallop,"Gnar's attacks and spells hype him up, dealing bonus damage and granting him Move Speed.<br><br>Mega Gnar is too enraged to be hyper and instead can rear up on his hind legs and smash down on the area in front of him, stunning enemies in an area."
Gnar,E,Hop / Crunch,"Gnar leaps to a location and bounces off the head of any unit he lands on, traveling further.<br><br>Mega Gnar is too large to bounce and instead lands with earth-shattering force, dealing damage in an area around him."
Gnar,Ultimate,GNAR!,"Mega Gnar throws everything around him in a chosen direction, dealing damage and slowing them.  Any enemy that hits a wall is stunned and takes bonus damage."
Ziggs,Passive,Short Fuse,"Periodically, Ziggs' next basic attack deals bonus magic damage. This cooldown is reduced whenever Ziggs uses an ability."
Ziggs,Q,Bouncing Bomb,Ziggs throws a bouncing bomb that deals magic damage.
Ziggs,W,Satchel Charge,"Ziggs flings an explosive charge that detonates after a delay, or when this ability is activated again. The explosion deals magic damage to enemies, knocking them away. Ziggs is also knocked away, but takes no damage. <br><br>Ziggs can use the Satchel to hexplode vulnerable enemy turrets."
Ziggs,E,Hexplosive Minefield,"Ziggs scatters proximity mines that detonate on enemy contact, dealing magic damage and slowing. Successive mine detonations on the same target deal reduced damage."
Ziggs,Ultimate,Mega Inferno Bomb,"Ziggs deploys his ultimate creation, the Mega Inferno Bomb, hurling it an enormous distance. Enemies in the primary blast zone take more damage than those farther away."
Vi,Passive,Blast Shield,Vi charges a shield over time. The shield can be activated by hitting an enemy with an ability.
Vi,Q,Vault Breaker,"Vi charges her gauntlets and unleashes a vault shattering punch, carrying her forward. Enemies she hits are knocked back and receive a stack of Denting Blows."
Vi,W,Denting Blows,"Vi's punches break her opponent's Armor, dealing bonus damage and granting her Attack Speed."
Vi,E,Relentless Force,"Vi's next attack blasts through her target, dealing damage to enemies behind it."
Vi,Ultimate,Cease and Desist,"Vi runs down an enemy, knocking aside anyone in the way. When she reaches her target she knocks it into the air, jumps after it, and slams it back into the ground."
Irelia,Passive,Ionian Fervor,When Irelia strikes enemies with spells she gains stacking bonus Attack Speed. At maximum stacks she also gains bonus damage on hit.
Irelia,Q,Bladesurge,"Irelia dashes forward to strike her target, healing herself. If the target is Marked or dies to Bladesurge, its cooldown refreshes."
Irelia,W,Defiant Dance,Irelia charges a strike that deals more damage as she charges. She takes reduced physical damage during the charge.
Irelia,E,Flawless Duet,"Irelia sends out two blades which converge on each other. Enemies caught in between are damaged, stunned and Marked."
Irelia,Ultimate,Vanguard's Edge,Irelia fires a massive number of blades that explode outward upon hitting an enemy champion. Enemies hit by the blades are damaged and Marked. Afterwards the blades form a wall that will damage and slow enemies that walk through it.
Milio,Passive,Fired Up!,"Milio's abilities enchant allies on touch, making their next damage deal a burst of extra damage and burn the target."
Milio,Q,Ultra Mega Fire Kick,"Kick a ball that knocks back an enemy. The ball launches upward on hit and falls toward the enemy, damaging and slowing enemies in the area upon impact."
Milio,W,Cozy Campfire,Create an empowering zone that heals allies and increases attack range to those inside. The zone follows the ally nearest to the cast point.
Milio,E,Warm Hugs,"Milio tosses a shield to an ally, temporarily increasing their movement speed. This ability has 2 charges."
Milio,Ultimate,Breath of Life,Milio unleashes a wave of soothing flames that heal and remove crowd control effects from allies in range.
Ashe,Passive,Frost Shot,"Ashe's attacks slow their target, causing her to deal increased damage to these targets.<br><br>Ashe's critical strikes deal no bonus damage but apply an empowered slow to the target."
Ashe,Q,Ranger's Focus,"Ashe builds up Focus by attacking. At maximum Focus, Ashe can cast Ranger's Focus to consume all stacks of Focus, temporarily increasing her Attack Speed and transforming her basic attack into a powerful flurry attack for the duration."
Ashe,,Volley,Ashe fires arrows in a cone for increased damage. Also applies Frost Shot.
Ashe,,Hawkshot,Ashe sends her Hawk Spirit on a scouting mission anywhere on the map.
Ashe,,Enchanted Crystal Arrow,"Ashe fires a missile of ice in a straight line. If the arrow collides with an enemy Champion, it deals damage and stuns the Champion, stunning for longer the farther arrow has traveled. In addition, surrounding enemy units take damage and are slowed."
Nidalee,Passive,Prowl,"Moving through brush increases Nidalee's Move Speed by 10% for 2 seconds, increased to 30% toward visible enemy champions within 1400 range.<br><br>Hitting champions or monsters with Javelin Toss or Bushwhack triggers a <font color='#FFF673'>Hunt</font>, granting <font color='#ee91d7'>True Sight</font> of them for 4 seconds. During this time, Nidalee gains 10% Move Speed (increased to 30% toward the <font color='#FFF673'>Hunted</font> target) and her Takedown and Pounce are enhanced against them."
Nidalee,,Javelin Toss / Takedown,"In human form, Nidalee throws a spiked javelin at her target that gains damage as it flies.  As a cougar, her next attack will attempt to fatally wound her target, dealing more damage the less life they have."
Nidalee,,Bushwhack / Pounce,"In human form, Nidalee lays a trap for unwary opponents that, when sprung, damages and reveals its target. As a cougar, she jumps in a direction, dealing damage in an area where she lands."
Nidalee,,Primal Surge / Swipe,"In human form, Nidalee channels the spirit of the cougar to heal her allies and imbue them with Attack Speed for a short duration. As a cougar, she claws in a direction, dealing damage to enemies in front of her."
Nidalee,,Aspect Of The Cougar,"Nidalee transforms into a cougar, gaining new abilities."
DrMundo,Passive,Goes Where He Pleases,"Dr. Mundo resists the first Immobilizing effect that hits him, instead losing Health and dropping a chemical cannister nearby. Dr. Mundo can pick it up by walking over it, restoring Health and reducing this Ability's Cooldown.<br><br>Dr. Mundo also has significantly increased Health regeneration.<br>"
DrMundo,Q,Infected Bonesaw,"Dr. Mundo throws an infected bonesaw, dealing damage to the first enemy hit based on their current health and slowing them."
DrMundo,W,Heart Zapper,"Dr. Mundo electrocutes himself, dealing persistent damage to nearby enemies and storing a portion of damage he takes. At the end of the duration or on Recast, Dr. Mundo deals a burst of damage to nearby enemies. If the burst hit an enemy, he heals a percentage of the stored damage."
DrMundo,E,Blunt Force Trauma,"Passive - Dr. Mundo gains bonus Attack Damage, increasing based on his max Health.<br><br>Active - Dr. Mundo slams his “medical” bag into an enemy, dealing additional damage based on his missing Health. If the enemy dies they are swatted away, dealing damage to enemies they pass through."
DrMundo,Ultimate,Maximum Dosage,"Dr. Mundo pumps himself with chemicals, instantly healing a percent of his missing Health. He then gains Move Speed and regenerates a portion of his maximum Health over a long duration."
Zilean,Passive,Time In A Bottle,"Zilean stores time as Experience and can grant it to his allies. When he has enough Experience to finish an ally's level up, he can right-click them to impart it. Zilean receives as much Experience as he gives."
Zilean,Q,Time Bomb,"Tosses a bomb to target area that sticks to units that come near it (prioritizes Champions). It detonates after 3 seconds, dealing area of effect damage. If a Time Bomb is detonated early by another Time Bomb, it also stuns enemies."
Zilean,W,Rewind,"Zilean can prepare himself for future confrontations, reducing the cooldowns of his other basic abilities."
Zilean,,Time Warp,"Zilean bends time around any unit, decreasing an enemy's Move Speed or increasing an ally's Move Speed for a short time."
Zilean,,Chronoshift,"Zilean places a protective time rune on an allied champion, teleporting the champion back in time if they take lethal damage."
Qiyana,Passive,Royal Privilege,Qiyana's first basic attack or ability against each enemy deals bonus damage.
Qiyana,Q,Elemental Wrath / Edge of Ixtal,"Qiyana swings her weapon, dealing damage with a bonus effect based on her element."
Qiyana,W,Terrashape,Qiyana dashes to a location and enchants her weapon with an element. Her attacks and abilities deal bonus damage while her weapon is enchanted. 
Qiyana,E,Audacity,"Qiyana dashes to an enemy, damaging them."
Qiyana,Ultimate,Supreme Display of Talent,"Qiyana sends out a shockwave that detonates whatever elements she hits with it, stunning and damaging nearby enemies."
Samira,Passive,Daredevil Impulse,"Samira builds a combo by hitting attacks or abilities unique from the previous hit. Samira's attacks in melee range deal additional magic damage. Samira's attacks against enemies affected by <status>Immobilizing</status> effects will dash her to her attack range. If the enemy is <status>Knocked Up</status>, she also keeps them <status>Knocked Up</status> briefly."
Samira,Q,Flair,"Samira fires a shot or swings her sword, dealing damage. If cast during Wild Rush, strike all enemies in her path upon completion."
Samira,W,Blade Whirl,"Samira slashes around her, damaging enemies and destroying enemy missiles."
Samira,E,Wild Rush,"Samira dashes through an enemy (including structures), slashing enemies she passes through and gaining Attack Speed. Killing an enemy champion refreshes this ability's cooldown."
Samira,Ultimate,Inferno Trigger,"Samira unleashes a torrent of shots from her weapons, wildly shooting all enemies surrounding her."
Gwen,Passive,A Thousand Cuts,Gwen's attacks deal bonus magic damage based on the targets health. She heals for a portion of the damage dealt to champions by this effect. 
Gwen,Q,Snip Snip!,Gwen snips her scissors in a cone up to 6 times dealing magic damage. Gwen deals true damage to units in the center and applies her passive to them on each snip.
Gwen,W,Hallowed Mist,Gwen summons mist that protects her from enemies outside of it. She can only be targeted by enemies who enter the mist.
Gwen,E,Skip 'n Slash,"Gwen dashes a short distance then gains Attack Speed, attack range, and magic damage <OnHit>On-Hit</OnHit> for a few seconds. If she hits an enemy during that time, this Ability's cooldown is partially refunded. "
Gwen,Ultimate,Needlework,"Gwen hurls a needle that slows enemies hit, deals magic damage, and applies A Thousand Cuts to champions hit. <br><br>This ability can be cast up to two more times, with each cast throwing additional needles and dealing more damage. "
Lulu,Passive,"Pix, Faerie Companion","Pix fires magical bolts of energy whenever the champion he's following attacks another enemy unit. These bolts are homing, but can be intercepted by other units."
Lulu,Q,Glitterlance,Pix and Lulu each fire a bolt of magical energy that damages and heavily slows all enemies it hits.
Lulu,W,Whimsy,"If cast on an ally, grants them Attack Speed and Move Speed for a short time. If cast on an enemy, turns them into an adorable critter that can't attack or cast spells."
Lulu,E,"Help, Pix!","If cast on an ally, commands Pix to jump to an ally and shield them. He then follows them and aids their attacks. If cast on an enemy, commands Pix to jump to an enemy and damage them. He then follows them and grants you vision of that enemy."
Lulu,Ultimate,Wild Growth,"Lulu enlarges an ally, knocking nearby enemies into the air and granting the ally a large amount of bonus health. For the next few seconds, that ally gains an aura that slows nearby enemies."
